0,1,1,1
1,0.9701425,0.971825316,0.971584914
2,0.9258201,0.944444444,0.940236857
3,0.909508594,0.914659121,0.911797717
4,0.833333333,0.883883476,0.874161085
5,0.805822964,0.819891592,0.815202049
6,0.760638829,0.833333333,0.790816438
7,0.696310624,0.8229512,0.75842929
8,0.666666667,0.766032346,0.71975713
9,0.572077554,0.758175397,0.694158929
10,0.547722558,0.740958574,0.662227515
11,0.522232968,0.7200823,0.625878421
12,0.456435465,0.68516016,0.58934451
13,0.43852901,0.629940788,0.560698355
14,0.416666667,0.632455532,0.534649361
15,0.350823208,0.596558759,0.500434422
16,0.338061702,0.579750904,0.483327969
17,0.320256308,0.542326145,0.445503369
18,0.250872603,0.503115295,0.407801862
19,0.387298335,0.486664263,0.420420311
20,0.336336397,0.375734575,0.365885031

0,0.847262783,1,0.96741004
1,0.953153403,0.999173841,0.974662834
2,0.90751802,0.997746934,0.968871873
3,0.898767807,0.985592162,0.94654159
4,0.744668528,0.969023877,0.924409549
5,0.784603324,0.88833482,0.839968588
6,0.446526361,0.766466556,0.638931566
7,0.291043153,0.760504467,0.554773776
8,0.291261421,0.660912816,0.494842636
9,0.294954465,0.739199848,0.468502994
10,0.115432585,0.7746568,0.446236121
11,0.133276691,0.713838203,0.392046739
12,0.002188,0.610350501,0.40390773
13,0.010417823,0.562450247,0.332451018
14,0.036493865,0.58487424,0.285257462
15,0.007024278,0.518228217,0.242073778
16,0.00105357,0.452961597,0.179278421
17,0.008077448,0.439681179,0.167739481
18,0.001971641,0.436290973,0.128561968
19,0.216635593,0.255258718,0.237084248
20,0.071350907,0.201712629,0.130772492

0,0.540087011,1,0.903099369
1,0.925407925,1,0.966428808
2,0.812356979,0.996402878,0.938141114
3,0.821355236,0.984771574,0.9155629
4,0.555232558,0.965909091,0.882493368
5,0.192733717,0.89626556,0.658124924
6,0.064220183,0.463983051,0.218459665
7,0.032327586,0.517799353,0.198563574
8,0.061688312,0.224665392,0.131949376
9,0.034883721,0.590225564,0.132244431
10,0.030612245,0.336134454,0.138391595
11,0.035643564,0.384858044,0.131359789
12,0.027906977,0.323770492,0.120629999
13,0.022580645,0.531147541,0.120678989
14,0.042222222,0.311778291,0.114144814
15,0.040268456,0.220512821,0.096916139
16,0.017421603,0.164524422,0.078272
17,0.01532567,0.178170144,0.090441019
18,0.041884817,0.211111111,0.081764335
19,0.021778584,0.081775701,0.049808615
20,0.048491379,0.079918033,0.05863521

0,0.866304398,1,0.97326088
1,1,1,1
2,0.883783817,1,0.982337013
3,0.76666671,1,0.954390837
4,0.637634456,1,0.953108572
5,0.385350317,0.991666734,0.759590497
6,0.162790701,0.723437548,0.403717942
7,0,0.789393961,0.329346406
8,0,0.456249982,0.235907554
9,0,0.83684212,0.270586228
10,0,0.748623908,0.252838156
11,0,0.747058868,0.208905818
12,0,0.796153903,0.213275661
13,0,0.776767671,0.193227757
14,0,0.720689714,0.208592572
15,0,0.329681993,0.122585991
16,0,0.534163713,0.138295493
17,0,0.264556974,0.098274395
18,0,0.496874988,0.144392158
19,0,0.333333343,0.125514407
20,0,0.1875,0.111090688
